temperature,pressure,vibration,rpm,sound,torque,failure
72.48357076505616,34.198066309758005,0.4324821725025618,1309.219244212261,55.68253197517533,48.72872095393189,0
69.30867849414408,32.77390104873831,0.48554813292844823,1413.9614989220497,59.84398255530458,48.63975767484844,0
73.23844269050346,30.17889110976052,0.42075800790000384,1458.6394466578356,60.090084360222235,44.613070482109954,0
77.61514928204012,28.059189666883277,0.46920384703609597,1688.768765734019,62.36315172921703,49.00972942489569,0
68.82923312638331,32.09466994084077,0.31063853330462143,1555.6553124533757,53.16570818359587,52.19848724546524,0
68.8293152152541,31.180456156265247,0.5213293707372939,1366.451843090011,62.962836369236655,46.177303642769616,0
77.89606407753696,32.6855796600832,0.5001205475362224,1548.6036289417636,46.478041841986126,53.14544795315178,0
73.83717364576455,31.905515405045907,0.4182911368931809,1345.2696011061635,56.850577238180946,51.46332446325302,0
67.65262807032524,33.148658145958,0.5659245668432406,1608.2691053887074,57.558630787742274,47.79730003408689,0
72.71280021792982,28.394294365318295,0.5937570137626559,1452.887534818212,63.166634130356194,49.57541108798646,0
67.68291153593769,33.952182196902974,0.3392440135631026,1490.6363811260828,60.113154263384345,54.7949654229231,1
67.67135123214871,30.5927988140772,0.42372752214337855,1632.579664754219,52.97218473071857,52.200643440517595,0
71.20981135783018,36.225782617875794,0.42308576502127015,1371.2836431415749,55.07503437091492,50.026350964694444,0
60.43359877671101,27.932436545731296,0.4060096898891135,1360.288181488701,60.99340004773703,49.286950049117046,0
61.375410837434835,35.207891409495744,0.5829474841931749,1441.6400673653995,59.604663290677216,50.22982721135498,0
67.18856235379513,30.593732350387942,0.48061738612271965,1603.8378851019318,57.104379451821266,48.46470932617309,0
64.93584439832789,28.045745989156654,0.4735485158689389,1348.0653924523158,57.595831052440104,43.68575148284296,0
71.57123666297637,28.548342497837034,0.2996137635593247,1216.784440188943,63.48083998579644,56.12653373160419,0
65.45987962239394,29.03895807541704,0.5635418030209226,1454.8841141591001,57.41153713565393,50.4659749975982,0
62.93848149332354,31.272497839205748,0.37607416051465276,1555.174079991092,59.559543779854636,51.19444179536761,0
77.32824384460777,31.5685064641065,0.5059932630266328,1620.026174973883,70.84968294040272,49.826276750369274,0
68.87111849756732,28.278899988184264,0.5277376937958191,1453.68386379146,52.881586815580384,47.794649597826236,0
70.33764102343962,29.92693622321705,0.6360658595838651,1458.8573392883998,50.74078634212671,49.44222655715369,0
62.87625906893272,36.42681107583559,0.3691179600880888,1615.3900734255747,63.91794832399303,45.20181571341707,0
67.27808637737408,35.182629510302135,0.19804878441791746,1313.0258300304579,56.606784693529484,56.831259494159916,0
70.55461294854933,31.308971009022095,0.5183849544753695,1461.147922481699,58.4088123612869,46.29646400473281,1
64.24503211288848,30.1140104345046,0.6800511181510853,1519.0423889925057,56.09421810934443,46.90410114845846,0
71.87849009172837,30.360093980154783,0.6238946352939437,1544.9218721285033,58.700999296162436,48.6792223868408,0
66.99680655040598,31.84055391819125,0.5209659415274626,1449.0193306809117,67.9926905604817,53.86422717455713,0
68.54153125103362,26.931622304404783,0.4508363814367953,1503.4441011705842,64.0106422930906,50.043526997787964,0
66.99146693885301,29.227870387729965,0.5807122596637311,1251.167264658701,64.31111755943489,46.29159261190861,0
79.26139092254469,24.99424777836723,0.40264538002955313,1434.1751587666151,52.91886472103677,53.76301508227202,0
69.93251387631032,31.197669367815838,0.5476357769356219,1545.3508712554467,54.24423131723565,52.19300188035645,0
64.71144535522049,31.94158781910822,0.5505470159166627,1401.770596574532,45.80460670257287,51.61530487164936,0
74.11272456051594,28.550440613101877,0.606020990749888,1505.8984221589596,55.95309589458623,52.14720272351252,0
63.89578175014489,34.7219602898701,0.7759660038911078,1544.68725008027,64.78351593192829,57.18308570174735,0
71.04431797502377,26.322703010992974,0.5392415967178767,1465.7450799142234,62.58473257874186,56.55528468510833,0
60.201649380601125,25.60687535937054,0.44910363742925014,1517.046377099657,58.89243368523938,47.939853970990114,0
63.359069755507846,30.673355455679918,0.49744256878080056,1403.7267434715388,59.888498581409735,54.871654978433455,0
70.98430617934562,33.14129490783646,0.3230924095110882,1479.3388720303954,56.55557228712297,51.1495045692767,0
